Date,Week,Month,Country,Region,DC_ID,DC_Name,DC_Manager,Team_Leader,Team,Shift,Employee_ID,Employee_Name,Role,SelectionRate_Cases,PickRate,ReplenishmentRate,IdleSelectionTime_pct,OnTaskTime_pct,Overtime_pct,LaborHours,LaborCost_EUR,OrdersProcessed,UnitsProcessed,ForecastVolume,ActualVolume,CapacityUtilization_pct,EquipmentDowntime_Min,InventoryAccuracy_pct,PickingErrorRate_pct,OnTimeShipment_pct,Absenteeism_pct,SafetyIncidents,Anomaly_Scenario
2025-07-04,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_B,Team_B,Morning,EMP0174,Employee_0174,Warehouse Associate,204.6,149.4,97.1,6.1,87.3,14.2,11.15,370.75,300,1113,852,1134,90.7,16.9,98.3,1.81,99.2,3.8,0,High overtime in Q3
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Morning,EMP0007,Employee_0007,Picker,204.5,178.2,146.0,7.9,92.9,4.5,8.9,277.12,383,2021,1310,1442,105,21.0,98.5,2.01,95.6,0,0,None
2025-07-04,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_D,Team_D,Evening,EMP0380,Employee_0380,Picker,158.5,127.9,98.1,7.1,90.0,4.1,8.9,298.47,279,1319,1046,971,92.5,13.7,99.0,2.29,96.3,2.7,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_A,Team_A,Morning,EMP0130,Employee_0130,Warehouse Associate,209.1,161.7,148.4,5.6,95.7,3.6,9.16,265.18,297,1159,858,817,62.8,21.2,97.1,2.79,97.3,3.9,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_A,Team_A,Morning,EMP0296,Employee_0296,Replenisher,183.4,168.2,147.3,4.3,93.4,7.6,8.55,253.27,244,1026,809,782,68.0,9.0,97.5,3.31,96.7,4.1,0,None
2025-07-04,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_A,Team_A,Night,EMP0358,Employee_0358,Warehouse Associate,188.1,139.6,149.6,8.8,92.9,6.9,8.56,230.03,274,1535,854,850,81.0,33.9,98.7,0.83,98.2,4.5,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Night,EMP0298,Employee_0298,Picker,180.0,144.9,119.0,7.6,89.7,5.8,7.65,269.64,309,1727,1115,1019,88.6,8.0,98.4,1.11,98.9,3.5,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_D,Team_D,Morning,EMP0254,Employee_0254,Replenisher,173.6,139.2,99.5,7.6,90.4,7.5,9.59,321.64,290,1157,935,915,83.2,25.0,98.8,0.75,98.5,2.8,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_C,Team_C,Morning,EMP0279,Employee_0279,Packer,162.2,148.7,153.2,5.7,90.1,4.7,8.56,315.26,222,1104,689,782,78.2,11.8,97.0,0.92,96.0,1.7,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Night,EMP0226,Employee_0226,Warehouse Associate,152.5,146.5,118.5,8.3,82.2,6.6,8.7,225.78,250,1070,1165,1155,105,31.7,95.5,1.88,95.9,6.4,0,None
2025-07-04,WK27,2025-07,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_C,Team_C,Morning,EMP0342,Employee_0342,Packer,166.5,121.2,152.6,9.8,88.0,6.6,8.6,327.75,217,1010,1082,966,105,0,100,2.46,96.9,3.5,0,None
2025-07-04,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_D,Team_D,Night,EMP0382,Employee_0382,Packer,153.3,131.6,141.2,6.3,92.2,4.4,7.78,243.55,243,1171,1133,1066,101.5,8.3,98.0,3.03,98.0,2.9,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_A,Team_A,Night,EMP0289,Employee_0289,Picker,170.9,150.2,113.1,7.3,88.4,5.4,8.57,248.92,230,995,771,792,68.9,34.3,99.2,2.3,96.2,3.6,0,None
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_D,Team_D,Night,EMP0095,Employee_0095,Warehouse Associate,154.1,91.9,109.9,12.3,81.0,7.0,9.56,344.43,191,986,935,893,94.0,25.1,98.6,2.59,97.0,4.0,0,Sustained PickRate decline
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_B,Team_B,Evening,EMP0011,Employee_0011,Replenisher,196.3,180.9,155.8,4.1,88.3,7.7,7.64,272.3,255,786,649,609,71.6,8.5,97.5,2.56,96.0,3.0,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Morning,EMP0151,Employee_0151,Warehouse Associate,190.3,132.3,151.0,5.5,89.4,4.2,7.25,182.67,232,1277,1046,1144,88.0,30.6,98.0,2.65,97.0,2.3,0,None
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_A,Team_A,Night,EMP0036,Employee_0036,Warehouse Associate,161.0,149.7,139.2,7.9,85.1,4.6,8.87,318.66,274,1467,650,623,51.9,20.8,98.7,1.33,97.4,2.9,0,None
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Morning,EMP0069,Employee_0069,Picker,165.6,128.2,146.0,10.0,82.8,3.4,7.96,251.78,211,789,851,750,78.9,19.9,97.7,2.34,96.3,2.0,0,Sustained PickRate decline
2025-07-04,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_B,Team_B,Morning,EMP0043,Employee_0043,Picker,186.4,152.0,141.0,5.7,82.7,8.7,8.9,342.03,226,1308,969,856,71.3,14.9,97.2,0.59,100.0,3.4,0,None
2025-07-04,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_B,Team_B,Morning,EMP0365,Employee_0365,Packer,168.4,141.8,143.0,8.2,88.6,3.4,7.61,191.41,239,1147,810,760,72.4,4.6,98.3,2.06,97.1,1.2,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Evening,EMP0299,Employee_0299,Packer,213.0,146.2,152.5,8.5,88.0,10.3,10.24,314.03,214,766,1165,1307,105,0,99.8,2.12,95.1,3.0,0,None
2025-07-04,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Morning,EMP0146,Employee_0146,Replenisher,217.7,172.3,145.9,5.8,88.7,5.8,8.51,269.59,338,1439,973,1139,87.6,15.2,97.0,3.18,96.1,1.4,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_D,Team_D,Evening,EMP0380,Employee_0380,Picker,173.9,144.2,116.3,6.2,92.5,6.8,7.98,230.5,221,1013,707,695,66.2,12.6,97.4,2.36,97.0,2.8,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_B,Team_B,Morning,EMP0112,Employee_0112,Replenisher,162.8,176.5,152.0,5.8,91.6,4.6,9.34,289.61,286,927,875,903,105,0,97.5,1.32,95.9,5.4,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_D,Team_D,Evening,EMP0320,Employee_0320,Warehouse Associate,171.0,130.0,138.0,5.1,89.5,3.5,8.14,287.5,206,1103,881,917,79.7,13.3,99.4,2.18,95.7,4.3,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_C,Team_C,Night,EMP0310,Employee_0310,Replenisher,145.7,148.8,123.3,8.6,94.7,6.7,7.82,237.31,307,1347,848,812,70.6,15.6,98.9,0.83,97.4,5.2,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_A,Team_A,Evening,EMP0355,Employee_0355,Packer,139.8,153.6,128.8,6.9,86.3,4.4,8.15,273.64,285,1126,923,850,81.0,0,97.6,2.2,95.2,4.6,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_D,Team_D,Morning,EMP0185,Employee_0185,Picker,112.8,138.1,131.6,4.4,83.5,16.1,11.42,467.28,227,1199,627,828,66.2,21.9,98.2,2.34,96.0,3.3,0,High overtime in Q3
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_C,Team_C,Morning,EMP0083,Employee_0083,Picker,125.2,118.0,101.9,11.5,83.4,4.6,8.17,292.69,168,655,1057,1246,105,33.2,97.4,2.89,100,4.8,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_C,Team_C,Night,EMP0339,Employee_0339,Replenisher,121.9,117.9,124.9,7.2,91.6,8.1,9.17,249.81,178,619,949,1103,105,15.6,98.6,2.94,97.9,1.1,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_D,Team_D,Morning,EMP0155,Employee_0155,Replenisher,149.5,166.5,142.0,7.2,94.2,2.5,8.92,319.5,339,1856,957,1065,81.9,5.0,95.3,3.05,97.9,4.4,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_D,Team_D,Evening,EMP0025,Employee_0025,Warehouse Associate,176.3,149.6,117.9,5.3,91.8,4.4,8.97,260.5,314,1639,645,773,90.9,6.2,98.9,0.2,96.1,1.2,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_C,Team_C,Morning,EMP0050,Employee_0050,Picker,161.2,146.8,161.7,4.2,93.4,7.3,8.01,252.58,237,1225,906,880,73.3,17.8,99.3,2.27,98.2,4.9,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_C,Team_C,Night,EMP0184,Employee_0184,Packer,149.1,103.8,104.4,7.2,85.6,14.0,10.53,329.57,160,895,1009,1321,105,20.0,98.4,2.79,95.4,2.5,0,High overtime in Q3
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_B,Team_B,Morning,EMP0074,Employee_0074,Replenisher,138.3,106.6,129.0,10.4,85.7,7.2,8.48,283.67,206,784,887,994,104.6,32.0,98.0,2.35,100,1.5,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_A,Team_A,Night,EMP0102,Employee_0102,Packer,192.8,133.3,150.9,9.1,88.3,3.9,8.14,223.4,265,1406,1129,1032,105,37.0,96.4,2.05,97.7,4.2,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_D,Team_D,Evening,EMP0026,Employee_0026,Replenisher,127.5,151.9,170.1,5.8,90.0,5.1,7.55,203.76,304,1200,774,739,86.9,31.1,98.4,1.86,94.2,6.2,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Night,EMP0151,Employee_0151,Warehouse Associate,189.3,167.9,152.2,4.8,91.2,5.2,8.07,238.75,250,999,816,925,71.2,0,96.3,3.33,98.5,1.8,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_B,Team_B,Evening,EMP0045,Employee_0045,Warehouse Associate,158.7,134.2,119.3,5.2,91.0,5.6,9.39,291.92,294,1661,1331,1289,105,3.3,97.3,1.94,97.0,5.0,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_D,Team_D,Morning,EMP0058,Employee_0058,Packer,180.9,151.6,135.1,4.8,91.7,7.3,8.44,277.11,312,1224,683,742,61.8,19.0,95.4,3.76,97.9,5.5,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_C,Team_C,Night,EMP0180,Employee_0180,Picker,165.8,115.3,120.9,7.5,86.4,15.9,10.67,321.5,218,1177,1099,1412,105,0,99.2,1.37,96.5,1.2,0,High overtime in Q3
2025-07-05,WK27,2025-07,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_C,Team_C,Night,EMP0273,Employee_0273,Warehouse Associate,149.6,142.0,109.2,5.5,84.8,3.5,7.76,248.09,293,1172,622,695,69.5,26.7,97.8,1.86,96.9,2.8,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_A,Team_A,Morning,EMP0165,Employee_0165,Picker,156.1,148.9,153.5,5.8,83.5,15.6,10.56,327.87,247,924,985,1267,101.4,16.1,98.4,0.95,97.3,3.9,0,High overtime in Q3
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_C,Team_C,Evening,EMP0054,Employee_0054,Packer,154.4,146.0,152.5,6.8,94.3,7.9,8.27,302.01,257,820,990,936,78.0,5.4,98.0,2.31,96.3,5.3,2,Safety incident event
2025-07-05,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Morning,EMP0247,Employee_0247,Warehouse Associate,152.3,168.1,105.9,6.0,88.4,5.3,8.51,307.18,247,1028,938,940,85.5,35.4,98.5,1.73,99.2,4.1,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_C,Team_C,Morning,EMP0120,Employee_0120,Packer,169.2,142.8,140.6,5.8,87.9,4.3,8.4,278.56,299,1460,1128,1264,105,26.7,97.7,2.11,98.2,2.5,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_D,Team_D,Night,EMP0317,Employee_0317,Replenisher,144.6,120.2,107.2,5.3,90.2,5.7,8.6,230.44,261,1245,887,971,84.4,37.0,96.8,2.22,97.8,2.4,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_C,Team_C,Evening,EMP0241,Employee_0241,Replenisher,147.0,152.4,109.2,5.9,87.9,3.8,7.83,282.15,236,805,886,840,76.4,43.3,98.5,1.54,99.7,3.4,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_B,Team_B,Evening,EMP0013,Employee_0013,Replenisher,174.5,143.2,147.0,7.1,85.9,7.5,8.31,234.2,277,1015,1117,1192,105,33.7,97.7,1.55,97.3,3.6,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_C,Team_C,Night,EMP0052,Employee_0052,Picker,179.3,132.8,106.3,8.2,91.7,8.2,8.22,226.95,237,1085,840,804,67.0,9.6,97.2,1.6,98.3,4.8,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_D,Team_D,Night,EMP0158,Employee_0158,Replenisher,169.9,139.3,127.9,9.6,85.0,7.3,8.32,291.7,273,1159,938,995,76.5,24.0,98.0,0.21,96.4,3.4,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_A,Team_A,Night,EMP0038,Employee_0038,Warehouse Associate,170.7,153.6,108.2,8.5,84.8,8.5,8.45,224.04,321,1146,1103,1309,105,21.0,97.8,2.7,97.9,3.1,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_C,Team_C,Night,EMP0305,Employee_0305,Packer,127.8,120.1,141.0,5.3,88.7,5.1,7.91,259.12,186,766,1095,995,86.5,40.2,99.2,2.64,96.3,5.3,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_D,Team_D,Night,EMP0027,Employee_0027,Warehouse Associate,162.9,141.6,100.9,5.8,91.7,4.3,8.54,247.25,287,1585,1102,1300,105,49.0,96.5,1.47,95.4,2.6,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_D,Team_D,Evening,EMP0090,Employee_0090,Packer,163.2,103.6,108.6,7.3,89.0,4.9,8.38,279.15,206,1031,629,683,71.9,21.7,97.9,1.74,97.5,3.9,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_B,Team_B,Night,EMP0139,Employee_0139,Picker,175.6,116.9,89.5,6.3,88.1,7.1,8.84,257.89,247,1058,1091,1038,79.8,7.2,98.0,1.76,97.2,1.8,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC002,Rotterdam DC,Manager_Rotterdam,TL_DC002_D,Team_D,Evening,EMP0057,Employee_0057,Replenisher,156.6,137.6,104.4,8.6,90.6,8.6,7.05,256.21,245,1107,934,1050,87.5,20.2,97.5,3.37,97.6,3.7,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_C,Team_C,Evening,EMP0376,Employee_0376,Warehouse Associate,145.9,153.9,101.0,7.2,91.3,8.3,8.96,308.59,312,1508,903,921,87.7,32.0,96.4,2.04,95.9,5.1,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_D,Team_D,Night,EMP0222,Employee_0222,Replenisher,164.3,138.9,113.6,3.1,91.1,5.4,9.06,324.44,230,1250,659,610,67.8,3.4,96.9,3.15,97.7,2.7,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_A,Team_A,Morning,EMP0228,Employee_0228,Packer,196.1,148.8,126.0,5.5,91.3,7.1,7.86,246.44,232,1199,878,912,82.9,32.2,97.7,1.75,97.5,3.2,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_D,Team_D,Morning,EMP0315,Employee_0315,Warehouse Associate,198.1,126.8,97.8,7.8,88.6,2.4,8.63,293.04,188,635,987,939,81.7,2.3,95.8,1.57,97.0,2.8,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_D,Team_D,Evening,EMP0255,Employee_0255,Warehouse Associate,163.3,129.7,111.1,8.7,89.2,11.2,9.71,281.67,267,1529,1062,979,89.0,20.6,99.1,1.27,95.5,2.0,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_C,Team_C,Evening,EMP0021,Employee_0021,Warehouse Associate,181.7,138.6,121.8,3.9,97.0,6.2,8.24,262.9,248,951,971,1154,105,33.1,98.9,3.18,96.6,3.1,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_C,Team_C,Evening,EMP0087,Employee_0087,Replenisher,162.5,121.6,149.1,10.9,81.4,7.1,7.78,254.16,180,942,885,870,91.6,41.4,97.5,2.9,96.2,3.9,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_D,Team_D,Morning,EMP0153,Employee_0153,Replenisher,148.7,142.4,142.9,3.5,92.8,4.0,8.51,265.07,206,649,855,770,59.2,10.3,98.1,0.95,94.9,1.2,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_D,Team_D,Morning,EMP0224,Employee_0224,Packer,171.4,124.6,119.7,4.2,86.5,5.6,8.81,294.48,252,987,1057,1074,105,1.6,96.1,0.73,98.1,4.9,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_C,Team_C,Morning,EMP0085,Employee_0085,Picker,147.4,102.5,127.0,11.4,83.9,11.2,9.46,371.14,158,482,735,806,84.8,7.8,97.6,1.78,97.4,2.2,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_A,Team_A,Night,EMP0293,Employee_0293,Picker,178.4,134.4,99.1,7.2,86.4,10.2,8.44,223.28,211,1026,1060,974,84.7,0,98.8,1.18,97.7,3.1,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_C,Team_C,Morning,EMP0373,Employee_0373,Warehouse Associate,172.4,141.9,136.1,6.0,87.1,9.3,8.41,231.56,257,887,876,1000,95.2,16.9,97.7,2.31,99.6,3.0,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_D,Team_D,Night,EMP0351,Employee_0351,Picker,159.4,137.2,111.0,6.0,91.7,6.6,8.68,314.35,216,840,1097,1106,105,16.4,98.2,2.45,94.8,3.2,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC009,Cologne DC,Manager_Cologne,TL_DC009_D,Team_D,Night,EMP0285,Employee_0285,Replenisher,154.6,119.8,130.1,5.5,92.5,5.7,9.02,319.76,200,907,840,806,80.6,0,98.1,3.01,98.9,3.7,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Night,EMP0146,Employee_0146,Replenisher,199.5,137.6,136.7,5.0,87.8,6.6,7.64,277.19,255,1164,977,1070,82.3,28.5,99.4,1.86,98.1,2.7,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Morning,EMP0001,Employee_0001,Picker,196.1,181.2,141.6,6.4,88.3,6.2,7.58,233.47,289,1654,1071,1018,105,30.0,99.2,2.82,98.6,2.6,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_C,Team_C,Evening,EMP0181,Employee_0181,Replenisher,164.4,133.6,107.0,6.7,88.1,18.6,10.51,412.48,194,592,1024,1283,102.6,15.3,99.3,1.52,96.7,0.9,0,High overtime in Q3
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Evening,EMP0147,Employee_0147,Warehouse Associate,166.4,114.8,126.2,5.7,89.7,7.2,8.98,320.46,169,859,1234,1433,105,45.8,99.7,0.74,97.4,2.7,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_B,Team_B,Evening,EMP0170,Employee_0170,Warehouse Associate,180.3,146.7,136.9,5.1,82.0,16.8,11.06,403.51,300,1456,985,1256,100.5,38.9,98.1,2.55,96.4,3.7,0,High overtime in Q3
2025-07-05,WK27,2025-07,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_C,Team_C,Evening,EMP0211,Employee_0211,Replenisher,137.9,150.2,133.3,9.7,90.8,7.9,9.27,341.97,316,1572,799,832,92.4,22.2,99.8,1.64,98.6,3.5,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_B,Team_B,Evening,EMP0011,Employee_0011,Replenisher,181.1,134.2,144.8,5.6,86.4,6.0,9.07,322.5,240,971,1155,1304,105,11.7,97.1,2.33,95.9,3.6,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC011,Brussels DC,Manager_Brussels,TL_DC011_D,Team_D,Night,EMP0347,Employee_0347,Packer,152.1,128.5,122.2,6.7,88.4,8.2,8.56,248.24,213,1034,728,840,105,19.4,98.0,3.12,97.4,4.6,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC005,Muelheim DC,Manager_Muelheim,TL_DC005_C,Team_C,Evening,EMP0148,Employee_0148,Picker,156.2,152.2,138.4,6.2,86.5,4.9,8.78,313.42,281,862,1063,979,75.3,18.6,97.3,0.63,95.5,3.3,0,None
2025-07-05,WK27,2025-07,Belgium,Benelux,DC012,Antwerp DC,Manager_Antwerp,TL_DC012_C,Team_C,Night,EMP0371,Employee_0371,Replenisher,131.9,133.3,141.5,8.2,93.7,10.3,9.4,261.16,204,885,822,785,74.8,30.9,97.6,1.79,94.7,4.3,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC010,Frankfurt DC,Manager_Frankfurt,TL_DC010_B,Team_B,Morning,EMP0299,Employee_0299,Packer,181.6,154.4,136.8,5.7,88.8,5.3,9.21,279.38,260,963,966,1030,89.6,12.4,97.1,2.02,97.9,4.6,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC004,Eindhoven DC,Manager_Eindhoven,TL_DC004_A,Team_A,Evening,EMP0101,Employee_0101,Packer,184.2,140.1,131.4,4.7,89.2,3.8,7.81,196.03,280,1484,881,899,105,27.9,98.6,0.87,97.3,3.3,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC003,Utrecht DC,Manager_Utrecht,TL_DC003_A,Team_A,Night,EMP0066,Employee_0066,Picker,138.5,115.3,111.8,13.5,81.6,5.1,8.83,230.8,163,798,1121,997,104.9,21.1,97.3,0.5,99.8,1.8,0,Sustained PickRate decline
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_A,Team_A,Evening,EMP0167,Employee_0167,Picker,172.3,132.7,117.1,7.0,84.8,17.0,10.4,430.64,254,1101,1220,1616,105,27.3,96.7,2.2,98.6,1.6,0,High overtime in Q3
2025-07-05,WK27,2025-07,Germany,DACH,DC008,Munich DC,Manager_Munich,TL_DC008_D,Team_D,Night,EMP0249,Employee_0249,Picker,173.4,105.8,99.6,8.1,92.7,4.4,8.54,318.64,197,682,1357,1242,105,21.3,99.1,1.91,98.5,4.8,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC007,Berlin DC,Manager_Berlin,TL_DC007_D,Team_D,Night,EMP0221,Employee_0221,Replenisher,147.8,134.7,117.7,6.1,90.0,7.1,8.41,312.2,250,1057,976,914,101.6,17.7,99.2,1.48,95.2,2.4,0,None
2025-07-05,WK27,2025-07,Netherlands,Benelux,DC001,Amsterdam DC,Manager_Amsterdam,TL_DC001_A,Team_A,Night,EMP0004,Employee_0004,Warehouse Associate,167.6,135.0,139.9,10.1,90.6,6.0,7.98,298.58,230,1241,947,1046,105,11.4,97.9,1.54,96.6,1.6,0,None
2025-07-05,WK27,2025-07,Germany,DACH,DC006,Hamburg DC,Manager_Hamburg,TL_DC006_B,Team_B,Night,EMP0176,Employee_0176,Packer,155.3,117.6,120.4,3.9,85.8,15.0,10.44,362.96,205,801,1129,1416,105,1.0,97.4,2.52,97.3,1.3,0,High overtime in Q3
